"","species_name","ability_to_fly","GhAhSkew","fAn","fGn"
"Acanthisitta_chloris","Acanthisitta_chloris","Flying","0.52877782840357","0.128264755500151","0.41572208171675"
"Acanthorhynchus_tenuirostris","Acanthorhynchus_tenuirostris","Flying","0.434836602294101","0.154052126600878","0.388431595983286"
"Accipiter_gentilis","Accipiter_gentilis","Flying","0.524645387858872","0.122143837259183","0.388405577499037"
"Accipiter_nisus","Accipiter_nisus","Flying","0.431311464490703","0.14559531702954","0.360971472863488"
"Accipiter_trivirgatus","Accipiter_trivirgatus","Flying","0.489543878424423","0.138766043571655","0.401455910186278"
"Accipiter_virgatus","Accipiter_virgatus","Flying","0.597351499888493","0.102518616073401","0.410364847186137"
"Aceros_waldeni","Aceros_waldeni","Flying","0.594925443987107","0.104747082425633","0.409772333403031"
"Acridotheres_cristatellus","Acridotheres_cristatellus","Flying","0.657272218064666","0.0826130984682742","0.400567183055348"
"Acridotheres_tristis","Acridotheres_tristis","Flying","0.640157112190407","0.0884028381918262","0.402591457561995"
"Acrocephalus_scirpaceus","Acrocephalus_scirpaceus","Flying","0.661235333948303","0.0787806199447127","0.384088827732441"
"Aegithalos_fuliginosus","Aegithalos_fuliginosus","Flying","0.415851954102812","0.15320560532552","0.375508508397806"
"Aegotheles_bennettii","Aegotheles_bennettii","Flying","0.39370825254329","0.151724026872759","0.350087469377988"
"Aegotheles_cristatus","Aegotheles_cristatus","Flying","0.408340401923011","0.151184552754425","0.359332244919903"
"Aethia_cristatella","Aethia_cristatella","Flying","0.391137330176681","0.150303843942795","0.338365351065145"
"Aethopyga_gouldiae","Aethopyga_gouldiae","Flying","0.547267581714157","0.10280875937876","0.346827628670166"
"Agapornis_lilianae","Agapornis_lilianae","Flying","0.67555382174425","0.088678691549692","0.460438295642164"
"Agapornis_nigrigenis","Agapornis_nigrigenis","Flying","0.673376837467012","0.0893492479382881","0.460295868564827"
"Agapornis_roseicollis","Agapornis_roseicollis","Flying","0.668822865661875","0.0930754430039083","0.468166441060716"
"Agelaioides_badius","Agelaioides_badius","Flying","0.467913555579975","0.141116084636511","0.374923547082091"
"Agelaius_phoeniceus","Agelaius_phoeniceus","Flying","0.448669014778645","0.14426808822484","0.373903057003115"
"Agelasticus_cyanopus","Agelasticus_cyanopus","Flying","0.520853096189947","0.123064140287021","0.384253000261475"
"Agelasticus_thilius","Agelasticus_thilius","Flying","0.47662415036211","0.133253975454149","0.372324205997417"
"Agelasticus_xanthophthalmus","Agelasticus_xanthophthalmus","Flying","0.517765924208748","0.123703929001365","0.38338862980362"
"Aix_galericulata","Aix_galericulata","Flying","0.657858811321434","0.0847087740826603","0.408832501347721"
"Alauda_arvensis","Alauda_arvensis","Flying","0.632391781176401","0.103195061450035","0.458505611563785"
"Alcedo_atthis","Alcedo_atthis","Flying","0.386509177117416","0.16451551551073","0.373583636575914"
"Aleadryas_rufinucha","Aleadryas_rufinucha","Flying","0.374818057202351","0.131086349403861","0.291145245121399"
"Alectoris_chukar","Alectoris_chukar","Flying","0.473880567507361","0.141241237111778","0.392364741876929"
"Amaurornis_akool","Amaurornis_akool","Flying","0.37029831814198","0.146164122430476","0.315708897313479"
"Amaurornis_phoenicurus","Amaurornis_phoenicurus","Flying","0.29932719248018","0.156729037932703","0.288289643558811"
"Amazilia_brevirostris","Amazilia_brevirostris","Flying","0.542600028262494","0.112779299967202","0.37691573752515"
"Amazilia_versicolor","Amazilia_versicolor","Flying","0.524170232305113","0.117315413170525","0.372830703104868"
"Amazona_aestiva","Amazona_aestiva","Flying","0.613822306753315","0.0934418952102668","0.386609384969301"
"Amazona_guildingii","Amazona_guildingii","Flying","0.556559769229904","0.108201164414978","0.377888707559583"
"Amazona_ochrocephala","Amazona_ochrocephala","Flying","0.611745401200038","0.0936335583189837","0.386856277849307"
"Amazona_ventralis","Amazona_ventralis","Flying","0.618843103470277","0.0934667730083383","0.394722599330202"
"Amblyramphus_holosericeus","Amblyramphus_holosericeus","Flying","0.47290510699775","0.138309719556101","0.380433373004987"
"Anas_acuta","Anas_acuta","Flying","0.670237986060761","0.0799321818911991","0.405187807353063"
"Anas_crecca","Anas_crecca","Flying","0.651796557509087","0.085371253709188","0.403951849344363"
"Anas_platyrhynchos","Anas_platyrhynchos","Flying","0.658874800105275","0.0824580993014639","0.401067600316682"
"Anas_poecilorhyncha","Anas_poecilorhyncha","Flying","0.65706939172975","0.0829655484866308","0.401377705808954"
"Anhinga_melanogaster","Anhinga_melanogaster","Flying","0.543706536890661","0.11050061114265","0.377795284296849"
"Anser_albifrons","Anser_albifrons","Flying","0.650032921360047","0.0846154820735883","0.395620227948583"
"Anser_anser","Anser_anser","Flying","0.629613161275672","0.0886721182622355","0.387540160673593"
"Anser_cygnoides","Anser_cygnoides","Flying","0.634733987317807","0.0875229206801421","0.388540191440166"
"Anser_indicus","Anser_indicus","Flying","0.633681148044137","0.0878360640990463","0.388865166000696"
"Anseranas_semipalmata","Anseranas_semipalmata","Flying","0.465689087222316","0.131565498954185","0.359171009003528"
"Anthoscopus_minutus","Anthoscopus_minutus","Flying","0.701860184166492","0.087024998933278","0.491733910788409"
"Anthracoceros_coronatus","Anthracoceros_coronatus","Flying","0.617323059280667","0.105590076450318","0.437612974672439"
"Anthus_novaeseelandiae","Anthus_novaeseelandiae","Flying","0.556832084646484","0.120485757711231","0.418349361320484"
"Aphelocoma_coerulescens","Aphelocoma_coerulescens","Flying","0.33654977576513","0.163372374978386","0.323378515556647"
"Aptenodytes_forsteri","Aptenodytes_forsteri","Sphenisciformes","0.634291309276693","0.0946153211268689","0.427919002643836"
"Aptenodytes_patagonicus","Aptenodytes_patagonicus","Sphenisciformes","0.619201040668782","0.0977425851656966","0.416879787582231"
"Apteryx_haastii","Apteryx_haastii","Apterygiformes","0.317573534458785","0.174956491754976","0.335266347262665"
"Apus_apus","Apus_apus","Flying","0.432603150107403","0.14751966658874","0.37252041854016"
"Aquila_chrysaetos","Aquila_chrysaetos","Flying","0.559226934641583","0.11678139567361","0.413826612365116"
"Aquila_heliaca","Aquila_heliaca","Flying","0.547361546114317","0.12017453031721","0.413387721163641"
"Aquila_nipalensis","Aquila_nipalensis","Flying","0.52999148355983","0.125015158417045","0.403045575265262"
"Ara_ararauna","Ara_ararauna","Flying","0.500707634947808","0.126856957635922","0.386911272910319"
"Ara_chloropterus","Ara_chloropterus","Flying","0.491430914562371","0.129321178586763","0.380642690427021"
"Ara_glaucogularis","Ara_glaucogularis","Flying","0.46764171301375","0.137395659988779","0.379982190286068"
"Ara_macao","Ara_macao","Flying","0.481734726436978","0.130793253456431","0.375436852506168"
"Ara_militaris","Ara_militaris","Flying","0.518726295563737","0.122331508336537","0.385725892412354"
"Aramus_guarauna","Aramus_guarauna","Flying","0.604153015302586","0.0969753129434466","0.392517508443686"
"Aratinga_solstitialis","Aratinga_solstitialis","Flying","0.461586357036783","0.138510675245474","0.376843769198268"
"Archilochus_colubris","Archilochus_colubris","Flying","0.43482746294635","0.13753009609784","0.352143294195456"
"Ardea_cinerea","Ardea_cinerea","Flying","0.472168949572978","0.13748274035553","0.383809132607714"
"Ardea_insignis","Ardea_insignis","Flying","0.422717844434669","0.147009183286481","0.364867101224417"
"Ardea_purpurea","Ardea_purpurea","Flying","0.455781289726698","0.14088905722166","0.375626204579163"
"Ardeola_bacchus","Ardeola_bacchus","Flying","0.533301340570534","0.115794773877472","0.381441073933273"
"Ardeotis_kori","Ardeotis_kori","Flying","0.430277103935393","0.151150465065602","0.380940543402428"
"Arenaria_interpres","Arenaria_interpres","Flying","0.371495274842313","0.168663313493711","0.354440688977197"
"Arremon_aurantiirostris","Arremon_aurantiirostris","Flying","0.521017482633014","0.127826425991831","0.403341951340849"
"Artamus_cinereus","Artamus_cinereus","Flying","0.40334113693972","0.140285273317547","0.330382103514568"
"Asio_flammeus","Asio_flammeus","Flying","0.424099244562268","0.15368291378589","0.379289418572095"
"Asio_otus","Asio_otus","Flying","0.580742343407681","0.109706130918578","0.412433588606126"
"Atlantisia_rogersi","Atlantisia_rogersi","Gruiformes","0.350512382130772","0.139204899015714","0.288747749279529"
"Atrichornis_clamosus","Atrichornis_clamosus","Flying","0.300667310168694","0.171280442101144","0.312579869250852"
"Aythya_americana","Aythya_americana","Flying","0.633400332609192","0.0883992660287301","0.395169032104253"
"Aythya_baeri","Aythya_baeri","Flying","0.633335203318345","0.0886371863521638","0.394850475569502"
"Aythya_ferina","Aythya_ferina","Flying","0.63990744582136","0.0877618015359057","0.399893409209521"
"Aythya_fuligula","Aythya_fuligula","Flying","0.645312047725","0.0872895764855171","0.404297611197273"
"Balearica_pavonina","Balearica_pavonina","Flying","0.521487075919677","0.119663009608602","0.376436426819422"
"Balearica_regulorum","Balearica_regulorum","Flying","0.488642663316037","0.126118682390284","0.364898932288376"
"Bombycilla_garrulus","Bombycilla_garrulus","Flying","0.257303583115566","0.177290943303986","0.296637778191251"
"Botaurus_stellaris","Botaurus_stellaris","Flying","0.54331571294453","0.119704512863315","0.398966838593667"
"Brachypteracias_leptosomus","Brachypteracias_leptosomus","Flying","0.578472460127715","0.117196971569546","0.434877711196988"
"Branta_canadensis","Branta_canadensis","Flying","0.544517887459751","0.10605253693963","0.360352377319068"
"Brotogeris_cyanoptera","Brotogeris_cyanoptera","Flying","0.57886376563913","0.107655024161224","0.404564757319217"
"Bubo_bubo","Bubo_bubo","Flying","0.650086901107713","0.0933363223231256","0.441392972023812"
"Bubulcus_ibis","Bubulcus_ibis","Flying","0.470972941528926","0.138075329025824","0.39026454183529"
"Bucco_capensis","Bucco_capensis","Flying","0.674934970806888","0.0959391300725874","0.494164111632432"
"Buceros_bicornis","Buceros_bicornis","Flying","0.503631969403894","0.135720520904101","0.40873700962443"
"Buphagus_erythrorhynchus","Buphagus_erythrorhynchus","Flying","0.548825025919216","0.123444188374891","0.426420273272547"
"Burhinus_bistriatus","Burhinus_bistriatus","Flying","0.481586657436539","0.129937049166432","0.371940165231613"
"Buteo_buteo","Buteo_buteo","Flying","0.489718013081145","0.136300199693031","0.396987178700588"
"Butorides_striata","Butorides_striata","Flying","0.347217311157242","0.168169543814856","0.336421828647436"
"Bycanistes_brevis","Bycanistes_brevis","Flying","0.642126381771272","0.0949236042122388","0.432547565174"
"Cacatua_moluccensis","Cacatua_moluccensis","Flying","0.438824490326587","0.146448605749347","0.371225562768329"
"Cacatua_pastinator","Cacatua_pastinator","Flying","0.434270483951471","0.147280833533195","0.373915781757405"
"Cairina_moschata","Cairina_moschata","Flying","0.680739353660447","0.0774068191357725","0.408321044255451"
"Calandrella_cinerea","Calandrella_cinerea","Flying","0.700232878745622","0.0798293889142316","0.452014124569239"
"Calcarius_ornatus","Calcarius_ornatus","Flying","0.516303603698215","0.11864711515812","0.363522844850505"
"Calidris_ruficollis","Calidris_ruficollis","Flying","0.364675186384246","0.159370197579483","0.337599771442789"
"Calidris_tenuirostris","Calidris_tenuirostris","Flying","0.354642227219932","0.161274572591527","0.3373821767373"
"Callaeas_cinereus","Callaeas_cinereus","Flying","0.535295192460067","0.107661816614059","0.358913230263882"
"Calliphlox_amethystina","Calliphlox_amethystina","Flying","0.460220713946752","0.132529276307149","0.354825621699166"
"Caloenas_nicobarica","Caloenas_nicobarica","Flying","0.421416069674283","0.152092714555146","0.367485129972373"
"Calyptorhynchus_lathami","Calyptorhynchus_lathami","Flying","0.357738917587589","0.158700300667549","0.334913984631168"
"Campephilus_guatemalensis","Campephilus_guatemalensis","Flying","0.573596913477913","0.132027309481943","0.481268044304003"
"Campephilus_imperialis","Campephilus_imperialis","Flying","0.607614910798266","0.118610771761539","0.495360216368198"
"Campylorhamphus_procurvoides","Campylorhamphus_procurvoides","Flying","0.266237848570644","0.192547156835767","0.319912655982376"
"Campylorhynchus_brunneicapillus","Campylorhynchus_brunneicapillus","Flying","0.745571134762693","0.0688436531798369","0.47092745077693"
"Campylorhynchus_zonatus","Campylorhynchus_zonatus","Flying","0.673406471591137","0.0903619835812409","0.45434441377173"
"Caracara_cheriway","Caracara_cheriway","Flying","0.62033676059495","0.104721555626998","0.436685155624426"
"Caracara_plancus","Caracara_plancus","Flying","0.636632051006183","0.0994001194349965","0.443956507857347"
"Cardinalis_cardinalis","Cardinalis_cardinalis","Flying","0.249159537573733","0.20351652806593","0.332480826761185"
"Carpodacus_erythrinus","Carpodacus_erythrinus","Flying","0.452397686847955","0.137548955125021","0.363886075184376"
"Carpodacus_pulcherrimus","Carpodacus_pulcherrimus","Flying","0.437058623462413","0.135998816754688","0.345548957502074"
"Carpodacus_roseus","Carpodacus_roseus","Flying","0.449202219633001","0.139667180735957","0.36123978301206"
"Carpodacus_rubicilloides","Carpodacus_rubicilloides","Flying","0.411235472326976","0.144236372174395","0.342308289100489"
"Casuarius_casuarius","Casuarius_casuarius","Casuariiformes","0.313684432255997","0.173273596332858","0.329768157640059"
"Cathartes_aura","Cathartes_aura","Flying","0.517110580372309","0.126794103095222","0.396130040351828"
"Catharus_fuscescens","Catharus_fuscescens","Flying","0.57206211799954","0.11442227945769","0.421312120156633"
"Centropus_bengalensis","Centropus_bengalensis","Flying","0.214195351845851","0.18004248594107","0.279449436388255"
"Centropus_unirufus","Centropus_unirufus","Flying","0.294398587400369","0.166511450483101","0.299118684849138"
"Cephalopterus_ornatus","Cephalopterus_ornatus","Flying","0.367709705883819","0.18685595239917","0.397900521365083"
"Certhia_brachydactyla","Certhia_brachydactyla","Flying","0.387161267797431","0.18223730414467","0.404016913348675"
"Certhia_himalayana","Certhia_himalayana","Flying","0.397736599821596","0.173395166561121","0.396580192119895"
"Ceryle_rudis","Ceryle_rudis","Flying","0.512274288693389","0.118673748980653","0.36963579278587"
"Ceuthmochares_aereus","Ceuthmochares_aereus","Flying","0.333486497162968","0.149614048461168","0.300338341681184"
"Chaetops_frenatus","Chaetops_frenatus","Flying","0.651263948195565","0.0976897185880333","0.458674569835574"
"Chaetorhynchus_papuensis","Chaetorhynchus_papuensis","Flying","0.312229267648376","0.148369111948708","0.281075168830456"
"Chaetura_pelagica","Chaetura_pelagica","Flying","0.61682573401603","0.0957392860509686","0.416768613773926"
"Charadrius_alexandrinus","Charadrius_alexandrinus","Flying","0.428112699741916","0.141635483531671","0.353874299714142"
"Charadrius_vociferus","Charadrius_vociferus","Flying","0.422744552132137","0.142162542303324","0.346639819006948"
"Chauna_torquata","Chauna_torquata","Flying","0.449958491332464","0.135149758156768","0.35252919803266"
"Chloroceryle_aenea","Chloroceryle_aenea","Flying","0.536267160845467","0.111656751321781","0.376417000938964"
"Chlorophanes_spiza","Chlorophanes_spiza","Flying","0.579692168975482","0.112475807418266","0.424028843413876"
"Chloropsis_cyanopogon","Chloropsis_cyanopogon","Flying","0.385169702159779","0.146327345723361","0.322056380700851"
"Chloropsis_hardwickii","Chloropsis_hardwickii","Flying","0.456033881299281","0.123027897033956","0.323228034159209"
"Chrysolampis_mosquitus","Chrysolampis_mosquitus","Flying","0.512754740382854","0.117012422910674","0.365133063528073"
"Chrysomus_icterocephalus","Chrysomus_icterocephalus","Flying","0.539279071226797","0.11702291571805","0.386639234065159"
"Chrysomus_ruficapillus","Chrysomus_ruficapillus","Flying","0.511044233254892","0.124618780205603","0.378909815457652"
"Ciconia_boyciana","Ciconia_boyciana","Flying","0.546709945518389","0.118419180968946","0.401603353661271"
"Ciconia_ciconia","Ciconia_ciconia","Flying","0.52693606030745","0.124567023456876","0.397598647966305"
"Ciconia_nigra","Ciconia_nigra","Flying","0.577160218712135","0.109119656078712","0.413818342018573"
"Cinclosoma_castanotum","Cinclosoma_castanotum","Flying","0.356377157174748","0.132522849281903","0.275505002015467"
"Cinclosoma_punctatum","Cinclosoma_punctatum","Flying","0.354589366453719","0.137880125855033","0.283734986832571"
"Cinclus_mexicanus","Cinclus_mexicanus","Flying","0.528096263620733","0.109252099517868","0.347425268668232"
"Circaetus_pectoralis","Circaetus_pectoralis","Flying","0.562779539856478","0.115221747147903","0.418588994653925"
"Circus_melanoleucos","Circus_melanoleucos","Flying","0.571763010557198","0.110254626872664","0.397094901016581"
"Climacteris_rufus","Climacteris_rufus","Flying","0.547370178600594","0.128853402167382","0.44524818093534"
"Cnemophilus_loriae","Cnemophilus_loriae","Flying","0.449166813996374","0.127944996265351","0.338011403000237"
"Cnemotriccus_fuscatus","Cnemotriccus_fuscatus","Flying","0.0956832732833168","0.257740258766547","0.307509403132864"
"Coccothraustes_coccothraustes","Coccothraustes_coccothraustes","Flying","0.420291178498004","0.140122104191104","0.340896674603193"
"Colius_striatus","Colius_striatus","Flying","0.380608311285716","0.151893324841964","0.337487388376799"
"Columba_hodgsonii","Columba_hodgsonii","Flying","0.428987177753219","0.149626815161566","0.373123919592032"
"Columba_livia","Columba_livia","Flying","0.482108914288379","0.138886534638422","0.400138054108412"
"Columba_rupestris","Columba_rupestris","Flying","0.517153298751795","0.129670624986456","0.408867590927791"
"Copsychus_saularis","Copsychus_saularis","Flying","0.524160528033886","0.129611882184859","0.408574306217084"
"Coracopsis_vasa","Coracopsis_vasa","Flying","0.507725543924619","0.120396668742242","0.367262303485917"
"Corvus_brachyrhynchos","Corvus_brachyrhynchos","Flying","0.29885892006886","0.163472331852239","0.307380038378833"
"Corvus_corax","Corvus_corax","Flying","0.26196528078765","0.167532671831535","0.290559869945187"
"Corvus_coronoides","Corvus_coronoides","Flying","0.291772563556077","0.163071049125734","0.29735096600098"
"Corvus_cryptoleucus","Corvus_cryptoleucus","Flying","0.246241117046872","0.171627985386778","0.288236255393395"
"Corvus_dauuricus","Corvus_dauuricus","Flying","0.310055859444792","0.164014002842059","0.314505731129149"
"Corvus_frugilegus","Corvus_frugilegus","Flying","0.282627780698847","0.166832391861495","0.297793627960005"
"Corvus_hawaiiensis","Corvus_hawaiiensis","Flying","0.317828962251309","0.152668194111913","0.302834801433431"
"Corvus_macrorhynchos","Corvus_macrorhynchos","Flying","0.259312935804777","0.176102192439388","0.300883293699954"
"Corvus_moneduloides","Corvus_moneduloides","Flying","0.34223559200456","0.153607974207586","0.32161944225888"
"Corvus_splendens","Corvus_splendens","Flying","0.322091742711464","0.158170679266545","0.314636242747581"
"Corythaixoides_concolor","Corythaixoides_concolor","Flying","0.555872391438924","0.108232891368794","0.3819682752461"
"Cossypha_semirufa","Cossypha_semirufa","Flying","0.354814782375647","0.162229088022391","0.336939998538696"
"Coturnicops_exquisitus","Coturnicops_exquisitus","Flying","0.469381585173841","0.109408719987967","0.296838623033887"
"Crax_daubentoni","Crax_daubentoni","Flying","0.52072345595144","0.125896319697426","0.387262096640346"
"Crax_rubra","Crax_rubra","Flying","0.499289385852168","0.130720854605197","0.386493593300897"
"Crotophaga_sulcirostris","Crotophaga_sulcirostris","Flying","0.46383051455057","0.128282042397252","0.346541493524011"
"Cuculus_poliocephalus","Cuculus_poliocephalus","Flying","0.42923010493004","0.120713238659964","0.302458262980969"
"Culicicapa_ceylonensis","Culicicapa_ceylonensis","Flying","0.517006855018013","0.123451035823353","0.381014938333563"
"Curaeus_curaeus","Curaeus_curaeus","Flying","0.469563151683048","0.136550605704677","0.38073591486089"
"Cyanopica_cyanus","Cyanopica_cyanus","Flying","0.347531748033687","0.14876826591929","0.299977068987498"
"Cyanoptila_cyanomelana","Cyanoptila_cyanomelana","Flying","0.571025012673774","0.10918334359099","0.391633830356937"
"Cygnus_atratus","Cygnus_atratus","Flying","0.630291057403039","0.0863186229815","0.381102174009769"
"Cygnus_columbianus","Cygnus_columbianus","Flying","0.548993894950432","0.106759813611584","0.363656053980727"
"Cygnus_cygnus","Cygnus_cygnus","Flying","0.542049979251062","0.109340646579615","0.365567004416292"
"Cygnus_olor","Cygnus_olor","Flying","0.591285247862464","0.0968557187607854","0.376179862361951"
"Cypseloides_fumigatus","Cypseloides_fumigatus","Flying","0.379778039861113","0.157345863579074","0.346609822571366"
"Daphoenositta_chrysoptera","Daphoenositta_chrysoptera","Flying","0.114158203575741","0.210813962104481","0.265502153624085"
"Daption_capense","Daption_capense","Flying","0.348769971185757","0.162527977290175","0.339554352991098"
"Dasyornis_broadbenti","Dasyornis_broadbenti","Flying","0.481168550254016","0.139253651590456","0.391350335927684"
"Delichon_urbicum","Delichon_urbicum","Flying","0.58358762707966","0.100938731536722","0.384961528947232"
"Dendrocitta_formosae","Dendrocitta_formosae","Flying","0.3767820798977","0.152287187527989","0.329411596087642"
"Dendrocopos_darjellensis","Dendrocopos_darjellensis","Flying","0.522272502175764","0.145560915209844","0.462563811992027"
"Dendrocopos_leucotos","Dendrocopos_leucotos","Flying","0.573389530328043","0.131057338716174","0.484630820547564"
"Dendrocopos_major","Dendrocopos_major","Flying","0.526438186050944","0.143838670046554","0.468388772920465"
"Dendrocygna_javanica","Dendrocygna_javanica","Flying","0.469123100881624","0.123773541117417","0.340054203495697"
"Dicaeum_agile","Dicaeum_agile","Flying","0.495365085158775","0.128851508293922","0.369733178969434"
"Dicaeum_concolor","Dicaeum_concolor","Flying","0.457045844171323","0.132352247883166","0.35241837010842"
"Dicaeum_eximium","Dicaeum_eximium","Flying","0.386574323978852","0.145861257447487","0.328248365503659"
"Dicrurus_hottentottus","Dicrurus_hottentottus","Flying","0.18701013384629","0.166806084611847","0.242223595231326"
"Dicrurus_macrocercus","Dicrurus_macrocercus","Flying","0.248548215761338","0.16360014767839","0.272546853839789"
"Dicrurus_megarhynchus","Dicrurus_megarhynchus","Flying","0.112867420564678","0.1770066213352","0.218651564804536"
"Didunculus_strigirostris","Didunculus_strigirostris","Flying","0.429668953562454","0.151275791551951","0.372723629791707"
"Diopsittaca_nobilis","Diopsittaca_nobilis","Flying","0.511273262121881","0.121170767879665","0.382586787135172"
"Dives_dives","Dives_dives","Flying","0.576144046260682","0.107227735070465","0.402337632300405"
"Drymodes_brunneopygia","Drymodes_brunneopygia","Flying","0.433226810675735","0.140234703860851","0.345454176910498"
"Dryocopus_pileatus","Dryocopus_pileatus","Flying","0.627718356171421","0.112359376350519","0.494367079247223"
"Dryoscopus_gambensis","Dryoscopus_gambensis","Flying","0.324313741696989","0.138444597656097","0.272516408535725"
"Eclectus_roratus","Eclectus_roratus","Flying","0.660206044517533","0.0803035692706129","0.386657205628581"
"Egretta_eulophotes","Egretta_eulophotes","Flying","0.539465503151481","0.118808294824367","0.399322968787534"
"Egretta_garzetta","Egretta_garzetta","Flying","0.53642116425484","0.118675219589413","0.398097418713695"
"Egretta_sacra","Egretta_sacra","Flying","0.541731272129752","0.116586508987735","0.397646049110544"
"Emberiza_aureola","Emberiza_aureola","Flying","0.572827277735526","0.11548156077692","0.417802540425459"
"Emberiza_chrysophrys","Emberiza_chrysophrys","Flying","0.661784227897447","0.0898263110102649","0.429511205311767"
"Emberiza_cioides","Emberiza_cioides","Flying","0.555782644995998","0.116646569656608","0.402396602486208"
"Emberiza_elegans","Emberiza_elegans","Flying","0.517461621523354","0.128281143721808","0.401517946634123"
"Emberiza_fucata","Emberiza_fucata","Flying","0.629152864444838","0.0989753337474835","0.422915200096921"
"Emberiza_jankowskii","Emberiza_jankowskii","Flying","0.561649648410897","0.113461567647841","0.400602554983813"
"Emberiza_leucocephalos","Emberiza_leucocephalos","Flying","0.5860552333249","0.111149218431882","0.41395933803307"
"Emberiza_pusilla","Emberiza_pusilla","Flying","0.5749348405162","0.113229523284126","0.416512192906226"
"Emberiza_rustica","Emberiza_rustica","Flying","0.581009693352278","0.112214414157386","0.424595887796077"
"Emberiza_rutila","Emberiza_rutila","Flying","0.574385809252497","0.114560814469666","0.417120522677489"
"Emberiza_spodocephala","Emberiza_spodocephala","Flying","0.577779476068562","0.113244612285632","0.412440689066915"
"Emberiza_tristrami","Emberiza_tristrami","Flying","0.611735983495922","0.104883146756786","0.420354451288565"
"Eophona_migratoria","Eophona_migratoria","Flying","0.592942095273768","0.10283954021235","0.403959506836082"
"Eopsaltria_australis","Eopsaltria_australis","Flying","0.445770481150566","0.137436238926925","0.35696127804933"
"Eopsaltria_georgiana","Eopsaltria_georgiana","Flying","0.473545960447189","0.128129878750885","0.352311646483213"
"Epthianura_albifrons","Epthianura_albifrons","Flying","0.55783825175101","0.105730444577696","0.37125373138433"
"Eremophila_alpestris","Eremophila_alpestris","Flying","0.678072496360447","0.0862418166215515","0.452894866419268"
"Erpornis_zantholeuca","Erpornis_zantholeuca","Flying","0.393418756997234","0.138539477136695","0.31815546843725"
"Erythrocercus_mccallii","Erythrocercus_mccallii","Flying","0.615236288983253","0.101503987056173","0.420614850788495"
"Eudocimus_ruber","Eudocimus_ruber","Flying","0.422143926632673","0.153178512625891","0.364000878384506"
"Eudyptes_chrysocome","Eudyptes_chrysocome","Sphenisciformes","0.588760150855884","0.109499650630026","0.419454090127583"
"Eudyptes_chrysolophus","Eudyptes_chrysolophus","Sphenisciformes","0.630867616720449","0.098138613364046","0.431567325283075"
"Eudyptula_minor","Eudyptula_minor","Sphenisciformes","0.58961142783265","0.108186252690603","0.42038355107922"
"Eulacestoma_nigropectus","Eulacestoma_nigropectus","Flying","0.209105605596094","0.175846026256543","0.266602914391954"
"Euphagus_cyanocephalus","Euphagus_cyanocephalus","Flying","0.537162527719268","0.117663199912291","0.392016810093818"
"Eurystomus_gularis","Eurystomus_gularis","Flying","0.545140363455235","0.117021573272681","0.39563031416255"
"Eurystomus_orientalis","Eurystomus_orientalis","Flying","0.568860549293906","0.115047758364785","0.411637637111808"
"Falco_amurensis","Falco_amurensis","Flying","0.578967137751681","0.1076788728785","0.400301100933715"
"Falco_cherrug","Falco_cherrug","Flying","0.55762312894607","0.11527785263959","0.402366350361564"
"Falco_columbarius","Falco_columbarius","Flying","0.618028197947574","0.0956697662251755","0.41164464398882"
