SpeciesGene A_T A_G A_C T_A T_G T_C G_A G_T G_C C_A C_T C_G
Chelonia_mydas.ATP6 0.205741626794258 0.205741626794258 0.205741626794258 0 0 0.0452370595911266 0 0 0.00521966072205307 0.0830795998260113 0.249238799478034 0
Cichla_monoculus.ATP6 0 0.426728504851746 0.0474142783168607 0 0 0.154445370015985 0.0907310264088074 0 0 0 0.280680820406601 0
Cichla_pinima.ATP6 0.0220799852646605 0.287039808440587 0.0220799852646605 0.0227246563672783 0 0.204521907305505 0.0464163193884834 0 0.0025786844104713 0.0178435751617434 0.374715078396611 0
Cirrhinus_mrigala.ATP6 0 0 0.0400721830051483 0.0957486332997187 0 0.182792845390372 0.106894538506449 0 0 0.208906109017568 0.365585690780744 0
Clupea_harengus.ATP6 0.0164785819793205 0.527314623338257 0.0164785819793205 0.0230782865583456 0 0.184626292466765 0.0984638109305761 0 0.00298375184638109 0 0.130576070901034 0
Colomesus_asellus.ATP6 0 0.253400651392379 0.016893376759492 0 0 0.293678789176518 0.043675971735431 0.00189895529284483 0 0.0229677797437256 0.367484475899609 0
Crotalus_lepidus.ATP6 0.0340798964371668 0.265823192209901 0.0340798964371668 0.0128559525384695 0 0.125988334877001 0.106387924344776 0 0.00151982749063965 0.0405740299030529 0.371928607444651 0.00676233831717548
Crotalus_ravus.ATP6 0 0.28743961352657 0.0410628019323672 0.0109558316080055 0 0.262939958592133 0.111973775017253 0 0 0 0.285628019323671 0
Crotalus_triseriatus.ATP6 0.00885786059462677 0.177157211892535 0.00885786059462677 0.0147294720594021 0.00368236801485054 0.158341824638573 0.0767244075422968 0.00196729250108453 0.00196729250108453 0.053873548491238 0.493840861169682 0
Cyprinus_carpio.ATP6 0 0.611769275587493 0.101961545931249 0 0 0.150223344338707 0.101961545931249 0 0 0 0.0340842882113032 0
Eleutheronema_tetradactylum.ATP6 0.0118697666132193 0.201786032424728 0.0356092998396579 0.00806164261535721 0.00806164261535721 0.290219134152859 0.0413994298948869 0 0.00318457153037591 0.0615089969713166 0.338299483342241 0
Epinephelus_akaara.ATP6 0.125776057263896 0.0209626762106493 0.0419253524212987 0.0346212840552188 0 0.611642684975531 0.0565334891534585 0 0.00628149879482872 0.102256957125119 0 0
Epinephelus_fuscoguttatus.ATP6 0 0.37277648878577 0.0931941221964424 0 0 0.222351121423047 0.0177880897138438 0 0 0 0.293890177880897 0
Epinephelus_lanceolatus.ATP6 0.0875591556036087 0.142859674932204 0.0322586362750137 0.0285719349864407 0.00219784115280313 0.25275173257236 0.0380191070384091 0 0.00116981867810489 0.0213403286127014 0.384125915028625 0.00914585511972917
Episoriculus_macrurus.ATP6 0.0400173988690735 0.080034797738147 0.080034797738147 0.0240684355516891 0 0.361026533275337 0.0119617224880383 0 0.00108742931709439 0.0472669276497028 0.342685225460345 0.0118167319124257
Eretmochelys_imbricata.ATP6 0 0.209756097560976 0.209756097560976 0 0 0.395121951219512 0.0167247386759582 0 0 0 0.168641114982578 0
Gallus_gallus.ATP6 0.178691782597425 0.446729456493563 0.0893458912987125 0.0352544716149659 0 0.0176272358074829 0.0462282899853106 0 0 0 0.18612287220254 0
Henicorhina_leucophrys.ATP6 0.0265521982792966 0.321945404136471 0.0132760991396483 0.00386146927884507 0.00193073463942254 0.103616092315676 0.135546765661936 0.000654815293052829 0.00327407646526414 0.057578797469001 0.329021699822863 0.00274184749852386
Henicorhina_leucosticta.ATP6 0 0.301460486547038 0.0531989093906537 0 0 0.140680151332615 0.0288504216600089 0 0.00221926320461607 0.0143512353898506 0.444888297085368 0.0143512353898506
Heteronotia_binoei.ATP6 0.0316684184069826 0.168898231503907 0.179454370972901 0.0166339167390212 0.00554463891300705 0.119209736629652 0.0502064007067891 0.00627580008834864 0.00156895002208716 0.0976252494325885 0.300385382869503 0.0225289037152127
Hyla_meridionalis.ATP6 0.0675824175824176 0.0450549450549451 0.0450549450549451 0.0572802197802198 0 0.534615384615385 0.0105769230769231 0 0 0.0266483516483517 0.199862637362637 0.0133241758241758
Hypostomus_ancistroides.ATP6 0 0.315375366260813 0.0286704878418921 0 0 0.28021432823973 0.0397137620676371 0 0 0.0176855818731541 0.318340473716774 0
Labeo_gonius.ATP6 0.0382017460014019 0.229210476008411 0.0382017460014019 0.0140189893583126 0 0.119161409545657 0.0375963805518384 0 0 0 0.523609252532977 0
Laonastes_aenigmamus.ATP6 0 0.204074274382549 0.0510185685956373 0.0162249864791779 0 0.124391563007031 0.0950063097169641 0 0.00306471966828916 0.0421849648458626 0.449972958355868 0.0140616549486209
Lethenteron_camtschaticum.ATP6 0 0 0.108257804632427 0.0536253776435045 0 0.3932527693857 0.0302114803625378 0 0 0.107502517623364 0.307150050352467 0
Lythrurus_roseipinnis.ATP6 0 0.606717438000391 0.0466705721538762 0.0515524311657879 0 0.103104862331576 0.0480374926772115 0 0.00800624877953525 0.0453036516305409 0.0906073032610818 0
Macaca_fascicularis.ATP6 0 0.368910974244121 0.01756718924972 0.011478163493841 0 0.200867861142217 0.056151015837466 0 0.00207966725323948 0.0274356103023516 0.315509518477044 0
Melanotaenia_australis.ATP6 0.039769859695165 0.139194508933078 0.0198849298475825 0.0256384374684566 0 0.243565155950338 0.0755021701826991 0 0.00343191682648632 0.0205915009589179 0.391238518219441 0.0411830019178359
Mogurnda_adspersa.ATP6 0 0.476305864420691 0.0340218474586208 0.0136595470267524 0 0.122935923240772 0.102006917710511 0 0 0.0228245363766049 0.182596291012839 0.0456490727532097
Mus_musculus.ATP6 0.110939982887178 0.332819948661533 0.0554699914435888 0.0295318420730962 0 0.214105855029947 0.00420486493093754 0 0 0.0090331255347757 0.243894389438944 0
Mustela_sibirica.ATP6 0 0.205128205128205 0.102564102564103 0 0 0.314685314685315 0 0 0 0 0.377622377622378 0
Myodes_glareolus.ATP6 0 0.189054726368159 0.0270078180525942 0.0330146502510489 0 0.264117202008391 0.0385858724809134 0 0.00350780658917395 0.0697587332156422 0.374953191034077 0
Nannoperca_australis.ATP6 0.0324952797376528 0.0974858392129584 0.0162476398688264 0 0.0245453642055053 0.220908277849548 0.0433767266222796 0.0144589088740932 0.0144589088740932 0 0.49135446685879 0.0446685878962536
Neolissochilus_hexagonolepis.ATP6 0 0.431510268111808 0.0663861950941244 0.00944808899030234 0 0.16061751283514 0.0746220764403879 0 0 0.0128707929264119 0.244545065601825 0
Odocoileus_virginianus.ATP6 0.0402164591773368 0.221190525475353 0.0201082295886684 0.0101428275719313 0 0.294141999586007 0.0602359759884082 0 0 0.0101132566460656 0.34385072596623 0
Oreochromis_niloticus.ATP6 0.0280200142959257 0.126090064331665 0.0140100071479628 0.0403145103645461 0.0134381701215154 0.255325232308792 0.0325947105075054 0 0 0.0181558255897069 0.47205146533238 0
Oryzias_latipes.ATP6 0.0416618652105697 0.13748415519488 0.0166647460842279 0.0722523113470965 0.0266192726015619 0.292811998617181 0.134957850602324 0.00620495864838272 0.0201661156072438 0.0114171239130242 0.225488197282228 0.0142714048912803
Oxyeleotris_lineolata.ATP6 0 0.420831335521705 0.0420831335521705 0 0 0.208387120569469 0.0372515029690554 0 0 0.0971489691292 0.1942979382584 0
Oxyeleotris_selheimi.ATP6 0.023361528281259 0.163530697968813 0.023361528281259 0.0150325105011796 0 0.195422636515335 0.0746590712929397 0 0.00497727141952932 0.0951723344266068 0.404482421313079 0
Pampus_argenteus.ATP6 0.0772920980882859 0.121459011281592 0.0441669131933062 0.0324615618328789 0.00649231236657579 0.279169431762759 0.0235466255167065 0.00123929607982666 0.00123929607982666 0.0266408679869834 0.372972151817768 0.0133204339934917
Pimelodella_chagresi.ATP6 0.0273092090405295 0.375501624307281 0.0477911158209266 0.00770170653602719 0 0.180990103596639 0.0528406557452994 0.0028953783970027 0.00217153379775203 0.0201865781839029 0.272518805482689 0.0100932890919514
Plagioscion_squamosissimus.ATP6 0 0.216520133395805 0.0135325083372378 0 0.0243089049968305 0.364633574952457 0.057845271890417 0.00321362621613428 0.00321362621613428 0.0186313149408814 0.242207094231458 0.0558939448226442
Plethodon_elongatus.ATP6 0.0212126491854691 0.243945465632895 0.0530316229636728 0.0219966896071086 0 0.401439585329733 0.013254638905828 0.000389842320759648 0 0.0201541946162558 0.224575311438279 0
Poecilia_gillii.ATP6 0 0.265486725663717 0.265486725663717 0 0 0.234513274336283 0 0 0 0 0.234513274336283 0
Poecilia_mexicana.ATP6 0.048840684861 0.20757291065925 0.0244203424305 0.0300262310940785 0.0100087436980262 0.360314773128942 0.0433836250999944 0 0 0.0258218145963946 0.249610874431815 0
Poecilia_reticulata.ATP6 0 0.135853892983018 0.0679269464915091 0 0 0.394745273950657 0.0410124959948734 0 0 0 0.360461390579942 0
Poecilia_sphenops.ATP6 0.020863413225527 0.146043892578689 0.041726826451054 0.0159543748195206 0 0.366950620848975 0.0274328616806237 0.00274328616806237 0 0.0567427086341323 0.321542015593416 0
Pseudoxiphophorus_bimaculatus.ATP6 0.0556387983696051 0.133533116087052 0.022255519347842 0.0396911051269424 0.00992277628173559 0.297683288452068 0.0181061852321427 0.000754424384672611 0.000754424384672611 0.0147951004327462 0.399467711684148 0.0073975502163731
Pseudoxiphophorus_jonesii.ATP6 0.0474044140503575 0.154064345663662 0.0474044140503575 0.0452284737332919 0 0.395749145166304 0.0152315822194591 0 0 0.0294917625116568 0.265425862604911 0
Pungitius_kaibarae.ATP6 0.0386794777038679 0.0386794777038679 0.0386794777038679 0.0317812269031781 0 0.222468588322247 0.137965016013796 0 0.0172456270017246 0.105444690810544 0.316334072431633 0.0527223454052722
Rastrelliger_kanagurta.ATP6 0.0316440043564903 0.108493729222252 0.0180822882037087 0.0344215047012998 0.0191230581673888 0.267722814343443 0.0297154488944693 0.00061907185196811 0.00123814370393622 0.0337199956244858 0.421499945306072 0.0337199956244858
Rhadinocentrus_ornatus.ATP6 0.0290506379905305 0.174303827943183 0.0435759569857957 0.0117165556536394 0 0.328063558301902 0.0621940454217157 0 0.00248776181686863 0.0145253189952652 0.319557017895835 0.0145253189952652
Rhamdia_quelen.ATP6 0.0256912894075321 0.244067249371555 0.0128456447037661 0.00484306173750605 0 0.18403634602523 0.094416641682618 0 0.00205253568875257 0.0223472705887779 0.402250870598003 0.00744909019625931
Sceloporus_aeneus.ATP6 0.0329453413155895 0.296508071840305 0.0878542435082386 0.0145126313643356 0.00967508757622375 0.285415083498601 0.0342891034789539 0.000685782069579078 0 0.036948825829889 0.197060404426075 0.00410542509220989
Sceloporus_scalaris.ATP6 0.109551940687577 0.219103881375154 0.123245933273524 0.0334140189921628 0 0.167070094960814 0.0284374629720534 0.00101562367757334 0 0.0386952621155441 0.279465781945596 0
Sceloporus_slevini.ATP6 0.0406064209274673 0.22333531510107 0.0203032104637337 0.0457788347205707 0.0183115338882283 0.283828775267539 0.0535077288941736 0.0044589774078478 0.00148632580261593 0.008115338882283 0.300267538644471 0
Schizothorax_richardsonii.ATP6 0 0.607910064508048 0.0675455627231164 0 0.0340076407590656 0.0340076407590656 0.0997369574747917 0.00712406839105655 0.0142481367821131 0 0.0752332936681906 0.0601866349345525
Scleropages_formosus.ATP6 0.034209065679926 0.205254394079556 0.034209065679926 0 0.00867715078630897 0.0867715078630897 0.051063829787234 0.0051063829787234 0.0051063829787234 0.0335060129509713 0.435578168362627 0.100518038852914
Scomber_australasicus.ATP6 0 0.226168652612282 0.0753895508707608 0 0 0.314161319890009 0.00756186984417965 0 0 0.125572868927589 0.251145737855179 0
Scomber_japonicus.ATP6 0 0.35995085995086 0.35995085995086 0 0.251842751842752 0 0.0282555282555283 0 0 0 0 0
Scomberomorus_semifasciatus.ATP6 0.0275274088129876 0.137637044064938 0.0550548176259751 0 0 0.378030782205355 0.0431161711996627 0 0 0.0448292220113852 0.313804554079696 0
Setophaga_petechia.ATP6 0 0.253687690742625 0.16912512716175 0 0 0.187690742624618 0.026322482197355 0 0 0.051881993896236 0.311291963377416 0
Sicydium_buscki.ATP6 0.0301781148046909 0.392315492460982 0.0301781148046909 0 0 0.188651794374394 0.0798540693060577 0 0.00694383211357023 0.0479785733180496 0.207907151044881 0.0159928577726832
Sicydium_punctatum.ATP6 0.0717829004960607 0.251240151736212 0.0358914502480304 0 0 0.29588561423986 0.0644878902830464 0 0.00716532114256071 0.0210420516810946 0.252504620173135 0
Spalax_carmeli.ATP6 0.0475262003412137 0.0950524006824275 0.0950524006824275 0.0594686814525957 0 0.505483792347063 0.0504508895929808 0 0 0.0489885449670973 0.0979770899341945 0
Sus_scrofa.ATP6 0.0518607920964551 0.259303960482276 0.0259303960482276 0.00616531249611169 0 0.203455312371686 0.0539511503191529 0 0 0.0110925854496137 0.377147905286864 0.0110925854496137
Tamias_dorsalis.ATP6 0.0222322536959711 0.244554790655682 0.0222322536959711 0.0112101719143814 0 0.448406876575255 0.00752360531166535 0.000752360531166535 0 0.0270097430688786 0.20257307301659 0.0135048715344393
Tarentola_mauritanica.ATP6 0.0653037211354611 0.27754081482571 0.0489777908515958 0.0121586507819777 0.0121586507819777 0.182379761729666 0.0911898808648331 0.00607932539098887 0 0.0268421826739226 0.277369220963867 0
Thryothorus_nigricapillus.ATP6 0 0.353169940126462 0.0543338369425326 0.00416876503833026 0 0.0541939454982933 0.138408594930334 0 0 0.049465614683006 0.346259302781042 0
Thymallus_arcticus.ATP6 0.0530029953800071 0.167842818703356 0.0883383256333452 0.0446895466314667 0.0255368837894096 0.210679291262629 0.0418591663705133 0.00492460780829568 0.00246230390414784 0.0676245113469056 0.287404173224349 0.00563537594557547
Thymallus_grubii.ATP6 0.042145930283607 0.112389147422952 0.084291860567214 0.0584774782685047 0.0194924927561682 0.302133637720608 0.048467819826148 0.0042145930283607 0 0.0772675388532795 0.251119501273158 0
Tor_putitora.ATP6 0.165689467969598 0.231965255157438 0.265103148751357 0.0166340933767644 0.00831704668838219 0.0249511400651466 0.0732899022801303 0.00488599348534202 0.0195439739413681 0.0158016648570394 0.0632066594281578 0.110611653999276
Tylosurus_acus.ATP6 0.0611527647610122 0.183458294283037 0.0203842549203374 0.0138238050609185 0 0.221180880974695 0.0731958762886598 0 0 0.0371134020618557 0.389690721649484 0
Urocyon_cinereoargenteus.ATP6 0 0.290655339805825 0.0968851132686084 0 0 0.1957928802589 0.210355987055016 0 0 0 0.20631067961165 0
Uta_stansburiana.ATP6 0.0817535605397923 0.449644582968857 0.0613151704048442 0.0104765220936059 0.00349217403120196 0.118733917060867 0.058013231534875 0.000859455281998149 0.000429727640999074 0.0220367051949486 0.191549822079168 0.0016951311688422
Viverricula_indica.ATP6 0.0682092070378404 0.0341046035189202 0.0341046035189202 0.0515786936611232 0 0.361050855627862 0.0091588334538443 0 0 0.0169920462762111 0.424801156905278 0
Xanthomixis_zosterops.ATP6 0 0.39220569009525 0.0560293842993214 0 0 0.0808206575497866 0.0333755283017563 0 0 0.067318267654444 0.370250472099442 0
Xerotyphlops_vermicularis.ATP6 0.0365807573123725 0.256065301186607 0.0274355679842793 0.0232030836671453 0.00386718061119089 0.251366739727408 0.0372861713652281 0.00279646285239211 0.00186430856826141 0.0202554606605699 0.32915123573426 0.0101277303302849
Zosterops_capensis.ATP6 0.0298425031899293 0.298425031899293 0.0298425031899293 0.00891275781294635 0 0.178255156258927 0.0251956807404445 0 0 0.0238625759393628 0.405663790969167 0
Zosterops_flavifrons.ATP6 0 0.194194244423815 0.107885691346564 0 0 0.201520435557117 0.0151792658755049 0 0 0.0343728830569285 0.446847479740071 0
Zosterops_maderaspatanus.ATP6 0.0337857349119261 0.236500144383483 0.0675714698238521 0.00945711810568871 0 0.160771007796708 0.0293098469535085 0 0 0.128501299451343 0.308403118683223 0.0257002598902686
Agkistrodon_piscivorus.ATP8 0 0.432950191570881 0.216475095785441 0 0 0.0881226053639847 0.0919540229885058 0 0 0 0.170498084291188 0
Asymmetron_lucayanum.ATP8 0 0.258389261744966 0.258389261744966 0 0 0.174496644295302 0.191275167785235 0.063758389261745 0 0 0.0536912751677852 0
Brachyhypopomus_occidentalis.ATP8 0 0.20243812338382 0.10121906169191 0 0 0.304765422977466 0.103435537495382 0 0 0 0.288141854451422 0
Carassius_auratus.ATP8 0 0.178474114441417 0.178474114441417 0 0 0.397820163487738 0 0 0 0 0.245231607629428 0
Colomesus_asellus.ATP8 0 0.242857142857143 0.0809523809523809 0 0 0.0805194805194805 0.0727272727272727 0 0.0103896103896104 0 0.384415584415584 0.128138528138528
Cyprinus_carpio.ATP8 0 0.180851063829787 0.180851063829787 0 0 0.382978723404255 0 0 0 0 0.25531914893617 0
Epinephelus_lanceolatus.ATP8 0 0.0327004219409283 0.0163502109704641 0.0419303797468354 0 0.307489451476793 0.0421940928270042 0 0 0.0266350210970464 0.532700421940928 0
Henicorhina_leucosticta.ATP8 0 0.121621621621622 0.121621621621622 0 0 0.432432432432432 0.0135135135135135 0 0 0 0.310810810810811 0
Heteronotia_binoei.ATP8 0.0780141843971631 0.234042553191489 0.0780141843971631 0.0378250591016548 0.0189125295508274 0.0945626477541371 0.0504334121355398 0.00630417651694247 0 0.0401891252955083 0.361702127659574 0
Laonastes_aenigmamus.ATP8 0 0.0598006644518272 0.0299003322259136 0 0 0.27906976744186 0 0 0 0 0.631229235880399 0
Lepus_europaeus.ATP8 0.153153153153153 0.153153153153153 0.153153153153153 0 0 0.276276276276276 0.024024024024024 0 0 0.0600600600600601 0.18018018018018 0
Lythrurus_roseipinnis.ATP8 0 0.606717438000391 0.0466705721538762 0.0515524311657879 0 0.103104862331576 0.0480374926772115 0 0.00800624877953525 0.0453036516305409 0.0906073032610818 0
Megalobrama_amblycephala.ATP8 0 0 0.15807560137457 0 0 0.0962199312714777 0 0 0 0 0.745704467353952 0
Nannoperca_australis.ATP8 0.0588235294117647 0.0588235294117647 0.117647058823529 0.0438175270108043 0 0.219087635054022 0.00480192076830732 0 0 0.0828331332533013 0.414165666266507 0
Odocoileus_virginianus.ATP8 0 0 0.184100418410042 0 0 0.129707112970711 0.0669456066945607 0.0334728033472803 0 0 0.585774058577406 0
Oreochromis_niloticus.ATP8 0.0786308973172988 0.314523589269195 0.0786308973172988 0.0508788159111933 0 0.30527289546716 0.00832562442183164 0 0 0.0545790934320074 0.109158186864015 0
Oryzias_latipes.ATP8 0.048660882685779 0.170313089400226 0.0243304413428895 0.046774801961524 0 0.374198415692192 0.00377216144851 0 0 0.016597510373444 0.315352697095436 0
Pampus_argenteus.ATP8 0.125636672325976 0.125636672325976 0.125636672325976 0.127334465195246 0 0.169779286926995 0.178268251273345 0.0713073005093379 0 0 0.0764006791171477 0
Tor_putitora.ATP8 0 0 0.294277929155313 0 0.111716621253406 0.111716621253406 0 0.00817438692098093 0 0.158038147138965 0.158038147138965 0.158038147138965
Xerotyphlops_vermicularis.ATP8 0.0602409638554217 0.180722891566265 0.0602409638554217 0.0292598967297762 0 0.263339070567986 0.00903614457831325 0 0 0 0.397160068846816 0
Abbottina_rivularis.COX1 0.0765187849720224 0.0437250199840128 0.0437250199840128 0.0190647482014388 0 0.22242206235012 0.191606714628297 0.0225419664268585 0.0187849720223821 0.092326139088729 0.269284572342126 0
Andrias_davidianus.COX1 0 0.338450480053396 0.0423063100066745 0.0171997740925194 0.0343995481850388 0.395594804127946 0.064383631976177 0.00338861220927248 0.00677722441854495 0.0433331621913026 0.0541664527391282 0
Anser_cygnoides.COX1 0 0.340805123513266 0.0681610247026532 0 0 0.147849954254346 0.0717291857273559 0 0.0102470265324794 0 0.361207685269899 0
Arctocephalus_forsteri.COX1 0.0285707199722229 0.142853599861115 0.0285707199722229 0.0729892611790382 0 0.352781429032018 0.0495027405074279 0.00618784256342849 0 0.0167654572059225 0.301778229706605 0
Asymmetron_lucayanum.COX1 0.013289175819569 0.27907269221095 0.0265783516391381 0.0331600570134988 0 0.320547217797155 0.0792319946340237 0.00293451831977865 0.00293451831977865 0.0385400072664263 0.203711466979682 0
Basileuterus_rivularis.COX1 0.0403758888055168 0.161503555222067 0.0403758888055168 0.0100046450137564 0.00500232250687819 0.210097545288884 0.0364454925501126 0.0021438525029478 0 0.0898274198735127 0.389252152785222 0.0149712366455855
Bombina_variegata.COX1 0.0353634577603143 0.235756385068762 0.0294695481335953 0.0119895119783068 0.00399650399276894 0.239790239566137 0.139078338948359 0.00239790239566137 0.00239790239566137 0.0187350131100271 0.2763414433729 0.00468375327750678
Branchiostoma_floridae.COX1 0.0295099666113521 0.110662374792571 0.0147549833056761 0.0217366095527521 0.00724553651758402 0.536169702301218 0.118455725053482 0.00846112321810585 0.00423056160905292 0.00280704560449447 0.144562848631465 0.00140352280224724
Bubalus_bubalis.COX1 0.033861097620204 0.237027683341428 0.033861097620204 0.0145507527926178 0 0.421971830985916 0.0785624089363769 0 0.00654686741136474 0.019290917921321 0.154327343370568 0
Calotes_versicolor.COX1 0.00882820876422371 0.273674471690935 0.0441410438211185 0.0240561586236542 0.00962246344946169 0.187638037264503 0.153386267175912 0 0.0117989436289163 0.0141075937171119 0.268044280625127 0.00470253123903731
Carassius_auratus.COX1 0.0424274509762149 0.233350980369182 0.0890976470500512 0.0379002938923857 0.00758005877847715 0.354367747893807 0.0465498269560781 0.00122499544621258 0 0.0246213432554414 0.153409907976212 0.00946974740593899
Carassius_auratus_auratus.COX1 0 0.391214903424892 0.0434683226027658 0 0 0.290296773210408 0.06171663682426 0 0 0.0193912149034249 0.193912149034249 0
Carassius_cuvieri.COX1 0.0564889003762098 0.193676229861291 0.0968381149306453 0.0255305706326642 0.00364722437609489 0.229775135693978 0.0593894488957813 0 0.00252721059130984 0.0221418109761351 0.30260475000718 0.0073806036587117
Carcharodon_carcharias.COX1 0.0965909090909091 0.142045454545455 0.107954545454545 0.118768328445748 0.0219941348973607 0.343108504398827 0.00471302890657729 0.000942605781315459 0.000942605781315459 0.0332530372852953 0.126361541684122 0.00332530372852953
Catla_catla.COX1 0.0487233337017796 0.109627500829004 0.0609041671272245 0.0055045871559633 0.0055045871559633 0.335779816513761 0.0758704542942412 0 0.0017243285066873 0.017243285066873 0.339117939648502 0
Cetorhinus_maximus.COX1 0.205497082713648 0.0684990275712161 0.0547992220569729 0.072331541013614 0 0.144663082027228 0.0214506349387942 0.0107253174693971 0.00214506349387942 0.0713019105365519 0.340664683674637 0.00792243450406132
Chamaeleo_chamaeleon.COX1 0.10801050558109 0.41661195009849 0.04629021667761 0.0394969442901157 0.00493711803626446 0.103679478761554 0.0388908530733875 0.00138895903833527 0.00138895903833527 0.0676296782665791 0.166473054194656 0.00520228294358301
Channa_argus.COX1 0 0.11587784851001 0.101393117446259 0.0550235261555494 0.0157210074730141 0.440188209244395 0.227843897038472 0 0 0.0146507980441 0.0293015960882 0
Cheirogaleus_crossleyi.COX1 0.0425949637217243 0.181028595817328 0.0106487409304311 0.0431924882629108 0.00539906103286385 0.307746478873239 0.0501920614596671 0 0 0.0224498506188647 0.336747759282971 0
