Species,Class,Taxonomy,NeutralA,NeutralT,NeutralG,NeutralC,FrA,FrT,FrG,FrC,GhAhSkew,Passeriformes
Lanius_isabellinus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Corvoidea_Laniidae_Lanius,858,344,97,555,0.462783171521036,0.18554476806904,0.052319309600863,0.299352750809061,0.234705228031146,1
Rhipidura_fuliginosa,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Rhipiduridae_Rhipidura,861,346,83,559,0.465657111952407,0.187128177393186,0.0448891292590589,0.302325581395349,0.235359116022099,1
Larus_vegae,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Charadriiformes_Laridae_Larus,821,382,50,629,0.436238044633369,0.202975557917109,0.026567481402763,0.334218916046759,0.24431256181998,0
Oedistoma_iliolophus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Passeroidea_Melanocharitidae_Oedistoma,866,355,76,593,0.458201058201058,0.187830687830688,0.0402116402116402,0.313756613756614,0.251054852320675,1
Nucifraga_columbiana,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Corvoidea_Corvidae_Nucifraga,814,361,106,604,0.43183023872679,0.191511936339523,0.0562334217506631,0.320424403183024,0.251813471502591,1
Tinamus_guttatus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Palaeognathae_Tinamiformes_Tinamidae_Tinamus,737,404,52,681,0.393276414087513,0.215581643543223,0.0277481323372465,0.363393810032017,0.255299539170507,0
Corvus_frugilegus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Corvoidea_Corvidae_Corvus,831,345,110,582,0.444860813704497,0.184689507494647,0.0588865096359743,0.311563169164882,0.255663430420712,1
Turnagra_capensis,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Corvoidea_Pachycephalidae_Turnagra,861,328,87,558,0.469465648854962,0.178844056706652,0.0474372955288986,0.304252998909487,0.259593679458239,1
Tinamus_major,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Palaeognathae_Tinamiformes_Tinamidae_Tinamus,737,401,61,688,0.390567037625861,0.21250662427133,0.03232644409115,0.364599894011659,0.263544536271809,0
Pica_pica,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Corvoidea_Corvidae_Pica,841,351,69,606,0.450455275843599,0.188002142474558,0.0369576861274772,0.324584895554365,0.266457680250784,1
Corvus_macrorhynchos,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Corvoidea_Corvidae_Corvus,826,349,120,603,0.435194942044257,0.183877766069547,0.0632244467860906,0.317702845100105,0.266806722689076,1
Paradoxornis_nipalensis,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Muscicapidae_Paradoxornis,795,378,108,654,0.410852713178295,0.195348837209302,0.0558139534883721,0.337984496124031,0.267441860465116,1
Casuarius_casuarius,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Palaeognathae_Casuariiformes_Casuariidae_Casuarius,814,370,94,645,0.423296931877275,0.192407696307852,0.0488819552782111,0.335413416536661,0.270935960591133,0
Heliornis_fulica,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Gruiformes_Heliornithidae_Heliornis,881,300,140,529,0.476216216216216,0.162162162162162,0.0756756756756757,0.285945945945946,0.276236429433052,0
Apteryx_owenii,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Palaeognathae_Apterygiformes_Apterygidae_Apteryx,830,365,64,648,0.435238594651285,0.19140010487677,0.0335605663345569,0.339800734137389,0.279368213228036,0
Numenius_phaeopus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Charadriiformes_Scolopacidae_Numenius,785,368,91,655,0.413375460768826,0.193786203264876,0.0479199578725645,0.344918378093734,0.280547409579668,0
Eudromia_elegans,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Palaeognathae_Tinamiformes_Tinamidae_Eudromia,710,415,43,767,0.366925064599483,0.214470284237726,0.0222222222222222,0.396382428940568,0.297800338409475,0
Garrulus_glandarius,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Corvoidea_Corvidae_Garrulus,826,333,88,617,0.4431330472103,0.178648068669528,0.0472103004291846,0.331008583690987,0.298947368421053,1
Corvus_hawaiiensis,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Corvoidea_Corvidae_Corvus,836,317,114,594,0.449220849005911,0.170338527673294,0.061257388500806,0.319183234819989,0.304061470911087,1
Corvus_brachyrhynchos,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Corvoidea_Corvidae_Corvus,847,324,80,608,0.455621301775148,0.174287251210328,0.0430338891877353,0.327057557826789,0.304721030042918,1
Meleagris_gallopavo,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Meleagridinae_Meleagris,816,360,74,685,0.421705426356589,0.186046511627907,0.0382428940568475,0.354005167958656,0.311004784688995,0
Paradoxornis_fulvifrons,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Muscicapidae_Paradoxornis,755,372,119,708,0.386386898669396,0.190378710337769,0.0609007164790174,0.362333674513818,0.311111111111111,1
Sylvia_atricapilla,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Sylviidae_Sylviinae_Sylvia,840,329,75,629,0.448478376935398,0.175654030966364,0.0400427122263748,0.335824879871863,0.313152400835073,1
Regulus_regulus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Sylviidae_Regulus,883,297,103,573,0.475754310344828,0.160021551724138,0.0554956896551724,0.308728448275862,0.317241379310345,1
Prosthemadera_novaeseelandiae,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Meliphagidae_Prosthemadera,822,326,88,631,0.440278521692555,0.174611676486342,0.0471344402785217,0.337975361542582,0.318704284221526,1
Corvus_splendens,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Corvoidea_Corvidae_Corvus,850,314,114,620,0.447839831401475,0.165437302423604,0.0600632244467861,0.326659641728135,0.32762312633833,1
Apteryx_haastii,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Palaeognathae_Apterygiformes_Apterygidae_Apteryx,832,339,61,674,0.436516264428122,0.177859391395593,0.0320041972717733,0.353620146904512,0.330700888450148,0
Otus_bakkamoena,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Strigiformes_Strigidae_Otus,829,344,70,687,0.429533678756477,0.178238341968912,0.0362694300518135,0.355958549222798,0.332686711930165,0
Rhynchopsitta_terrisi,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Psittaciformes_Psittacidae_Rhynchopsitta,793,346,94,694,0.411520498183705,0.179553710430721,0.0487804878048781,0.360145303580695,0.334615384615385,0
Ptilopachus_petrosus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Perdicinae_Ptilopachus,852,342,46,687,0.442138038401661,0.177477944992216,0.0238713025428127,0.356512714063311,0.335276967930029,0
Cyanopica_cyanus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Corvoidea_Corvidae_Cyanopica,861,295,118,595,0.460674157303371,0.157838416265383,0.063135366506153,0.318352059925094,0.337078651685393,1
Tetrastes_sewerzowi,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Tetraoninae_Tetrastes,794,362,67,739,0.404689092762487,0.184505606523955,0.0341488277268094,0.376656472986748,0.342415985467757,0
Nestor_notabilis,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Psittaciformes_Psittacidae_Nestor,815,341,61,698,0.425587467362924,0.178067885117493,0.0318537859007833,0.364490861618799,0.343599615014437,0
Amaurornis_phoenicurus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Gruiformes_Rallidae_Amaurornis,915,279,61,576,0.499726925177499,0.152375750955762,0.0333151283451666,0.314582195521573,0.347368421052632,0
Tetrastes_bonasia,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Tetraoninae_Tetrastes,807,352,71,729,0.411944869831547,0.179683511995916,0.0362429811128127,0.372128637059724,0.348751156336725,0
Aphrodroma_brevirostris,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Procellariiformes_Procellariidae_Procellariinae_Aphrodroma,831,328,63,680,0.436908517350158,0.172450052576236,0.0331230283911672,0.35751840168244,0.349206349206349,0
Montifringilla_ruficollis,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Passeroidea_Passeridae_Montifringilla,845,317,100,659,0.439875065070276,0.165018219677251,0.0520562207183758,0.343050494534097,0.350409836065574,1
Eurynorhynchus_pygmeus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Charadriiformes_Scolopacidae_Eurynorhynchus,823,314,77,657,0.439871726349546,0.167824692677712,0.0411544628540887,0.351149118118653,0.353244078269825,0
Zosterops_erythropleurus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Zosteropidae_Zosterops,856,316,68,663,0.449816079873883,0.166053599579611,0.0357330530740935,0.348397267472412,0.354443309499489,1
Podoces_hendersoni,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Corvoidea_Corvidae_Podoces,763,326,165,684,0.393704850361197,0.168214654282766,0.0851393188854489,0.352941176470588,0.354455445544554,1
Phasianus_colchicus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Phasianinae_Phasianus,798,352,59,739,0.409650924024641,0.180698151950719,0.0302874743326489,0.379363449691992,0.354720439963336,0
Synthliboramphus_wumizusume,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Charadriiformes_Alcidae_Synthliboramphus,812,328,67,699,0.426023084994753,0.17208814270724,0.0351521511017838,0.366736621196222,0.361246348588121,0
Synthliboramphus_antiquus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Charadriiformes_Alcidae_Synthliboramphus,813,325,58,695,0.42993125330513,0.171866737176097,0.0306716023268112,0.367530407191962,0.362745098039216,0
Urocissa_erythrorhyncha,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Corvoidea_Corvidae_Urocissa,851,296,89,635,0.454836985569214,0.15820416889364,0.0475681453768039,0.339390700160342,0.364124597207304,1
Pavo_cristatus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Phasianinae_Pavo,823,330,70,708,0.426204039357846,0.170895908855515,0.0362506473329881,0.366649404453651,0.364161849710983,0
Hyliota_flavigaster,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Sylviidae_Hyliota,816,323,76,697,0.426778242677824,0.168933054393305,0.0397489539748954,0.364539748953975,0.366666666666667,1
Rhynochetos_jubatus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Gruiformes_Rhynochetidae_Rhynochetos,760,340,72,734,0.398740818467996,0.178384050367261,0.0377754459601259,0.385099685204617,0.366852886405959,0
Chloris_sinica,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Passeroidea_Fringillidae_Chloris,812,318,62,690,0.431455897980871,0.168969181721573,0.0329436769394261,0.36663124335813,0.369047619047619,1
Spinus_psaltria,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Passeroidea_Fringillidae_Carduelinae_Spinus,823,320,52,701,0.434071729957806,0.168776371308017,0.0274261603375527,0.369725738396624,0.373163565132223,1
Regulus_calendula,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Sylviidae_Regulus,852,285,77,626,0.46304347826087,0.154891304347826,0.0418478260869565,0.340217391304348,0.374313940724479,1
Syrmaticus_ellioti,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Phasianinae_Syrmaticus,802,337,64,744,0.411915767847971,0.173086800205444,0.0328710837185413,0.382126348228043,0.376503237742831,0
Dupetor_flavicollis,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Pelecaniformes_Ardeidae_Dupetor,840,310,43,685,0.447284345047923,0.16506922257721,0.0228966986155485,0.364749733759318,0.376884422110553,0
Stercorarius_maccormicki,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Charadriiformes_Stercorariidae_Stercorarius,820,311,74,688,0.433174854727945,0.164289487585843,0.0390913893291072,0.363444268357105,0.377377377377377,0
Lyrurus_tetrix,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Tetraoninae_Lyrurus,796,336,59,750,0.410097887686759,0.173106646058733,0.0303967027305513,0.386398763523957,0.38121546961326,0
Syrmaticus_humiae,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Phasianinae_Syrmaticus,802,333,64,745,0.412551440329218,0.171296296296296,0.0329218106995885,0.383230452674897,0.382189239332096,0
Arenaria_interpres,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Charadriiformes_Scolopacidae_Arenaria,777,319,86,714,0.409810126582278,0.168248945147679,0.0453586497890295,0.376582278481013,0.382381413359148,0
Syrmaticus_soemmerringii_ijimae,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Phasianinae_Syrmaticus,794,328,67,737,0.412253374870197,0.170301142263759,0.0347871235721703,0.382658359293873,0.384037558685446,0
Nycticorax_nycticorax,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Pelecaniformes_Ardeidae_Nycticorax,797,308,86,694,0.422811671087533,0.163395225464191,0.0456233421750663,0.36816976127321,0.385229540918164,0
Paradoxornis_webbianus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Muscicapidae_Paradoxornis,776,327,117,739,0.396120469627361,0.166921898928025,0.0597243491577335,0.377233282286881,0.386491557223265,1
Zosterops_lateralis,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Zosteropidae_Zosterops,843,300,77,678,0.444151738672287,0.158061116965227,0.0405690200210748,0.357218124341412,0.386503067484663,1
Lewinia_muelleri,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Gruiformes_Rallidae_Lewinia,852,291,55,660,0.458557588805167,0.156620021528525,0.0296017222820237,0.355220667384284,0.38801261829653,0
Mionectes_oleagineus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Tyrannidae_Mionectes,749,342,57,786,0.387280248190279,0.176835573940021,0.0294725956566701,0.40641158221303,0.393617021276596,1
Spizixos_semitorques,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Pycnonotidae_Spizixos,837,289,61,665,0.451943844492441,0.156047516198704,0.0329373650107991,0.359071274298056,0.394129979035639,1
Prunella_montanella,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Passeriformes_Passeroidea_Passeridae_Prunella,806,294,147,677,0.418918918918919,0.152806652806653,0.0764033264033264,0.351871101871102,0.394438722966014,1
Tringa_erythropus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Charadriiformes_Scolopacidae_Tringa,834,299,45,689,0.446705945366899,0.160149973219068,0.0241028387787895,0.369041242635244,0.394736842105263,0
Pavo_muticus,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Galloanserae_Galliformes_Phasianidae_Phasianinae_Pavo,826,315,67,726,0.427094105480869,0.16287487073423,0.0346432264736298,0.375387797311272,0.394812680115274,0
Gallicrex_cinerea,Aves,Eukaryota_Metazoa_Chordata_Craniata_Vertebrata_Euteleostomi_Archelosauria_Archosauria_Dinosauria_Saurischia_Theropoda_Coelurosauria_Aves_Neognathae_Gruiformes_Rallidae_Gallicrex,898,252,78,584,0.495584988962472,0.139072847682119,0.043046357615894,0.322295805739514,0.397129186602871,0
